ID,TCGA-BR-4184-11A,TCGA-BR-4253-11A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-CG-4474-01A,TCGA-BR-4201-01A,TCGA-BR-4370-11A
cg02904235,0.044251412,0.053550122,0.052889838,0.044531876,0.041355557,0.039636487,0.06261934
cg02904365,0.050982595,0.051436386,0.022799107,0.029130499,0.030648255,0.023924341,0.029589296
cg02905245,0.530115558,0.417688983,0.194236377,0.37578271,0.329361242,0.49416464,0.394526281
cg02905881,0.038737914,0.030719441,0.037454635,0.04895237,0.042378381,0.04441521,0.037514749
cg02906238,0.137255243,0.181899695,0.180201328,0.046611346,0.049838379,0.054931056,0.098030975
cg02907300,0.034249699,0.048715715,0.055475001,0.044660674,0.042227577,0.041020932,0.018430497
cg02909042,0.033222878,0.034632688,0.029693474,0.022340035,0.028102181,0.016144774,0.022197891
cg02909790,0.120905757,0.132955303,0.039313963,0.034346486,0.299301572,0.420906235,0.088334923
cg02910574,0.812371093,0.579203467,0.484824848,0.772731186,0.687042855,0.588801527,0.598748572
cg02912041,0.888612801,0.933235457,0.834569224,0.925066907,0.895161177,0.898755659,0.854197871
cg02913089,0.130146143,0.075870741,0.058743673,0.057267421,0.060726235,0.057526258,0.078868176
cg02913364,0.046136617,0.049392351,0.059628482,0.055258676,0.059620287,0.046747552,0.061085041
cg02914379,0.25393605,0.343476764,0.473497992,0.170775156,0.41718289,0.312485525,0.183677621
cg02914419,0.047376846,0.042836799,0.037352,0.043937086,0.051227706,0.049769938,0.04324162
cg02915261,0.034134749,0.029078779,0.031432509,0.033329802,0.023699515,0.017264563,0.037785278
cg02915544,0.331985524,0.489053054,0.322878295,0.647137178,0.482763702,0.734166901,0.58252118
cg02915837,0.223348356,0.191245188,0.039972941,0.026697651,0.106206402,0.048656655,0.129566181
cg02916816,0.206749001,0.299923393,0.754128782,0.384574985,0.598464629,0.451408084,0.250243926
cg02917064,0.047985982,0.07990927,0.471894471,0.144898374,0.12434592,0.069328632,0.042363847
cg02917381,0.049484819,0.046976663,0.054546279,0.03989942,0.041382335,0.035718543,0.050599446
cg02917772,0.055245839,0.046700849,0.093626122,0.041217081,0.034279636,0.05618341,0.048379375
cg02917972,0.050337163,0.049246731,0.048650396,0.048278377,0.04837579,0.047957778,0.049995041
cg02918483,0.015384674,0.017791773,0.017461184,0.021345349,0.014567126,0.018903201,0.012140585
cg02919422,0.440397823,0.543688283,0.622354491,0.471390277,0.563174873,0.616212295,0.469985845
cg02920216,0.495774641,0.598988314,0.704868521,0.347830059,0.728821089,0.532756244,0.42679265
cg02922563,0.041862292,0.034928036,0.045986287,0.03692981,0.049955876,0.036369541,0.039648317
cg02924961,0.053469694,0.04172104,0.049869285,0.036227601,0.048256362,0.059272206,0.043830415
cg02929869,0.042017642,0.043032438,0.042672055,0.04094051,0.281573285,0.038317679,0.044960736
cg02930996,0.097971267,0.145785681,0.700600227,0.088973093,0.088706214,0.083101865,0.163077605
cg02932167,0.606006702,0.635417124,0.762122546,0.630296672,0.755971191,0.844137505,0.633014565
cg02932669,0.324883011,0.450223628,0.600464362,0.379590147,0.423616598,0.420598658,0.285928746
cg02932689,0.066542397,0.053439674,0.042337764,0.060398119,0.052035116,0.043353202,0.077992375
cg02936263,0.604934684,0.511907519,0.27633374,0.774233563,0.583186889,0.484272837,0.690874568
cg02936468,0.047787806,0.033289881,0.037631208,0.039820857,0.04570067,0.033212716,0.036096442
cg02936740,0.8140586,0.720497046,0.466997354,0.920252211,0.479432321,0.902078488,0.838558963
cg02936872,0.105767174,0.078335315,0.036437267,0.034509525,0.043380563,0.032579122,0.086495288
cg02937102,0.950929261,0.920812187,0.928558468,0.904422489,0.952456593,0.939950937,0.964905194
cg02937479,0.052145388,0.048528273,0.045219472,0.042992418,0.072583203,0.04072723,0.045483537
cg02940164,0.032179861,0.030874785,0.031443025,0.041518119,0.125335698,0.013319585,0.041299453
cg02941816,0.027462293,0.330343576,0.600756524,0.046922957,0.032520676,0.092625583,0.039367495
cg02942159,0.020738935,0.021905705,0.024914096,0.017605396,0.019798568,0.020234848,0.02148203
cg02943497,0.056341197,0.04499439,0.029627315,0.042076311,0.036491085,0.054718038,0.054245504
cg02945646,0.12307819,0.118949634,0.103622259,0.193742054,0.109898976,0.107837725,0.170881768
cg02946754,0.027370269,0.027320764,0.029374924,0.02080738,0.022262914,0.02175698,0.027723316
cg02946850,0.550770223,0.615942636,0.397604758,0.512121278,0.469237745,0.515767772,0.750221339
cg02947222,0.022790877,0.031073813,0.014711255,0.020545419,0.027385349,0.01679519,0.054269802
cg02947253,0.855394421,0.811987139,0.757511068,0.799981506,0.598734399,0.68402331,0.858632131
cg02949544,0.030663633,0.035220988,0.056989093,0.043474382,0.058561706,0.058829724,0.04359486
cg02951021,0.079909482,0.124707974,0.058736754,0.127828896,0.082058685,0.076779756,0.060409273
cg02956093,0.090583926,0.093698568,0.068272685,0.07961825,0.050803769,0.070679033,0.109361802
cg02956481,0.021541341,0.023745333,0.019848653,0.019305317,0.02143309,0.022939497,0.024527963
cg02957086,0.100305225,0.070085573,0.037166717,0.035292979,0.041640482,0.037270964,0.072390781
cg02959669,0.08029658,0.15061281,0.460441716,0.069166859,0.470689639,0.215501595,0.071948776
cg02961200,0.077961786,0.040737446,0.053665681,0.044066058,0.067880747,0.040749131,0.056055848
cg02962299,0.039281234,0.039559412,0.028300566,0.03404797,0.031341227,0.026450645,0.041230971
cg02962602,0.168843008,0.170037484,0.078605277,0.500223382,0.1112773,0.145880501,0.096713702
cg02964389,0.0159988,0.021192099,0.034222608,0.021404693,0.017927427,0.030760042,0.024452354
cg02965078,0.269786978,0.257619893,0.180238712,0.221323952,0.16531764,0.290275364,0.258153763
cg02966329,0.048089656,0.048128962,0.04581235,0.04877158,0.046744184,0.053263129,0.044802759
cg02972551,0.041048118,0.065172328,0.114724585,0.024912147,0.039350948,0.002260725,0.044143067
cg02973263,0.094475689,0.100040677,0.103995848,0.095265387,0.097237564,0.105396291,0.106722103
cg02973416,0.033166365,0.036242167,0.036787718,0.033109324,0.033222467,0.032501153,0.043288153
cg02973883,0.934743789,0.917583976,0.930651807,0.935445952,0.907923718,0.884398083,0.874225754
cg02975142,0.033866278,0.034176576,0.026138597,0.040541172,0.033547408,0.037428095,0.034258511
cg02975259,0.055905066,0.064475973,0.057556316,0.058475908,0.060736406,0.051030717,0.064439743
cg02976090,0.023733477,0.029248379,0.038947342,0.0240702,0.032083203,0.033085717,0.072314956
cg02976617,0.101215053,0.168381124,0.011234893,0.00893524,0.011213781,0.010406963,0.114210844
cg02978542,0.03331741,0.040175404,0.029849795,0.034649729,0.036263382,0.030255395,0.043206927
cg02978737,0.604845834,0.599022961,0.530502006,0.670353837,0.54031807,0.653098454,0.679515897
cg02981703,0.732004927,0.569006827,0.781675024,0.853043795,0.487979356,0.736315898,0.80456521
cg02981853,0.71444572,0.587791473,0.663635444,0.701527486,0.425159914,0.726148734,0.632954653
cg02982690,0.082108956,0.289497453,0.556124779,0.22135788,0.488405334,0.405567042,0.087694035
cg02983451,0.240814031,0.553943935,0.040976778,0.380298072,0.46715071,0.042018769,0.240489293
cg02987051,0.024305594,0.028263616,0.032792065,0.025177762,0.024870964,0.026923099,0.027253557
cg02987163,0.062024291,0.055554795,0.06524138,0.061759755,0.053438553,0.049268922,0.051347694
cg02988947,0.275909832,0.504084814,0.678146914,0.463526133,0.558746185,0.570018596,0.480640144
cg02989940,0.419898425,0.501933031,0.429425422,0.566306715,0.383971231,0.534308953,0.727298455
cg02990033,0.544759968,0.638331106,0.565902138,0.515700105,0.44671141,0.555100339,0.543645057
cg02990567,0.026193878,0.029687841,0.024878882,0.028577563,0.028953084,0.025807608,0.020093285
cg02992596,0.655340481,0.648458199,0.695481526,0.60527729,0.731498023,0.545261746,0.692925607
cg02992632,0.279872309,0.326793077,0.610772718,0.198799652,0.433827408,0.166857569,0.236322891
cg02992647,0.799209967,0.562062042,0.449561613,0.738192609,0.55623545,0.735207243,0.637039804
cg02994216,0.071713595,0.068410868,0.068601382,0.06294757,0.06467052,0.056621208,0.074471595
cg02994956,0.495078725,0.525919183,0.640331224,0.540970961,0.574021074,0.538039131,0.505320001
cg02994974,0.307105758,0.342291036,0.538818746,0.389532151,0.124179546,0.479528534,0.280419258
cg02995295,0.142448488,0.139273598,0.352829304,0.067766911,0.13783401,0.080879585,0.120027365
cg02995853,0.060949946,0.05742693,0.064305582,0.058955341,0.050827887,0.043804151,0.043678451
cg03000603,0.030574041,0.031034104,0.043175994,0.039059515,0.031221381,0.042103407,0.034691132
cg03000846,0.561595583,0.635973353,0.511498176,0.567677029,0.564912253,0.456290268,0.569269534
cg03001305,0.308933874,0.44438072,0.654046531,0.481568969,0.632549334,0.562802125,0.329249068
cg03001647,0.045283454,0.035984146,0.050803671,0.044665771,0.040503981,0.049120665,0.058734763
cg03002480,0.014301696,0.015660429,0.027539155,0.013786221,0.012289817,0.012224812,0.012706977
cg03003256,0.707330989,0.806196272,0.752492456,0.902723199,0.722375054,0.911995535,0.840317643
cg03003745,0.499639983,0.346638513,0.222718131,0.443865355,0.302039797,0.37812395,0.332651044
cg03005055,0.032055466,0.037115771,0.081804498,0.030744882,0.09199683,0.045912812,0.026429123
cg03005261,0.071520143,0.11810036,0.079991265,0.23115545,0.158755068,0.070983181,0.109808741
cg03007010,0.036957078,0.042496379,0.189658955,0.036874933,0.031419065,0.028995383,0.046148118
cg03007571,0.037833321,0.033745026,0.0470028,0.040880652,0.042548663,0.045827836,0.038733808
cg03011500,0.045770455,0.032651719,0.059180346,0.038130975,0.032663285,0.039040789,0.03603501
cg03013422,0.045881939,0.027647231,0.062702712,0.042958206,0.03844569,0.028374684,0.048023988
cg03014628,0.089325083,0.132207645,0.539003993,0.118022159,0.457538966,0.045332729,0.087041816
cg03017264,0.83849744,0.894438789,0.796832723,0.899794282,0.85629194,0.835901789,0.926066052
cg03017653,0.152324187,0.186345927,0.387048861,0.389481955,0.230394646,0.356038711,0.139658374
cg03017946,0.796482058,0.742102273,0.684775032,0.695150159,0.747020629,0.858041236,0.80215209
cg03019000,0.721434873,0.571293003,0.391708716,0.741119338,0.427703932,0.657774926,0.714826511
cg03020271,0.042524671,0.03896921,0.044635752,0.034479207,0.042878034,0.041318012,0.041684938
cg03022541,0.441284853,0.513991967,0.272284186,0.562347555,0.426196098,0.591085441,0.569069454
cg03025569,0.81297795,0.801068072,0.916066479,0.867723199,0.914410656,0.835454165,0.903214618
cg03026462,0.312863757,0.276505812,0.042049416,0.087258121,0.105704182,0.094350649,0.243969001
cg03027037,0.029561081,0.036636341,0.278194648,0.034744852,0.024230962,0.024269206,0.036143839
cg03028472,0.100351652,0.244569949,0.251484772,0.028474521,0.525485689,0.072022627,0.050526829
cg03029060,0.040200241,0.031303002,0.020777182,0.032366353,0.043580375,0.029499937,0.044864891
cg03029145,0.021130285,0.026619893,0.016327902,0.018786809,0.028921666,0.02602214,0.027541748
cg03029616,0.854515813,0.833211847,0.844709628,0.850733851,0.844847026,0.834741994,0.885718976
cg03032025,0.904695754,0.763346168,0.863217402,0.798783125,0.899501018,0.87730724,0.575715603
cg03035419,0.013116637,0.014777659,0.013720159,0.016231978,0.014848335,0.008908018,0.016448074
cg03036064,0.043993161,0.041926122,0.049593668,0.042394937,0.047420608,0.040283849,0.041854357
cg03037331,0.03168327,0.028347546,0.027356849,0.03014131,0.032735741,0.019836178,0.036540814
cg03038003,0.082341568,0.271380794,0.626917776,0.085463628,0.671997252,0.090072369,0.095755994
cg03038672,0.816125661,0.718057685,0.856394715,0.878714818,0.769813719,0.910022048,0.849417227
cg03039172,0.06027892,0.055765132,0.03915678,0.044089331,0.050000274,0.030412556,0.054474493
cg03041841,0.154603066,0.146854001,0.063022764,0.082811462,0.100128932,0.066631634,0.180715691
cg03042149,0.024095315,0.024372722,0.024361263,0.023382823,0.024037062,0.023965834,0.033129807
cg03046445,0.058589381,0.052311305,0.167111428,0.060789476,0.089862309,0.121927244,0.055004566
cg03047098,0.016779927,0.017132488,0.023421414,0.017459778,0.019836777,0.020198255,0.019327716
cg03048535,0.132702104,0.198541684,0.420529492,0.05348449,0.227568042,0.05069598,0.090918147
cg03055440,0.858148107,0.8588032,0.861252412,0.736144673,0.852811766,0.818033058,0.896456739
cg03055492,0.026537524,0.024330501,0.02497357,0.024963111,0.025350132,0.020866436,0.029600337
cg03059018,0.048033218,0.046254101,0.066825221,0.052656398,0.0780224,0.076872395,0.060107502
cg03059528,0.037682925,0.03388269,0.032513897,0.033449796,0.034246915,0.029839996,0.04171252
cg03060925,0.022265392,0.0578937,0.070274196,0.073771751,0.055690868,0.036699322,0.042553786
cg03062665,0.020838864,0.031800203,0.016483953,0.01256491,0.016042793,0.000514438,0.025790711
cg03063797,0.054734549,0.068893809,0.048792321,0.063469065,0.049428829,0.042490755,0.058252557
cg03064067,0.488306935,0.710938594,0.89068212,0.484124426,0.823826253,0.659200143,0.366778035
cg03064241,0.02345457,0.029375339,0.031552301,0.023463035,0.022821129,0.019137679,0.026706767
cg03064400,0.057851416,0.042384352,0.051271187,0.054468247,0.04179098,0.069872238,0.040053236
cg03065202,0.023277122,0.027610365,0.029802241,0.026430805,0.031618232,0.137313003,0.019582506
cg03065661,0.027803337,0.025491525,0.033753097,0.023446484,0.031186345,0.021622054,0.023309725
cg03066138,0.027317158,0.026287878,0.021210251,0.021194589,0.02135427,0.018358609,0.026457525
cg03067226,0.03714355,0.034658498,0.043981006,0.032879521,0.033956845,0.030295711,0.041505842
cg03070194,0.086667477,0.154803225,0.358487365,0.16685321,0.265157394,0.09273698,0.039157592
cg03070588,0.059803709,0.037492902,0.057402061,0.046934366,0.057553492,0.036512261,0.050085257
cg03072102,0.017236065,0.026250916,0.030769377,0.030785839,0.026955555,0.046924426,0.037503137
cg03072378,0.234130877,0.292606803,0.398862353,0.180874682,0.422318453,0.057499957,0.187860168
cg03073814,0.041010502,0.031992887,0.052277242,0.047510229,0.037261354,0.030862574,0.025716397
cg03075662,0.829790899,0.829161122,0.827158013,0.908910639,0.532330488,0.941312933,0.867151156
cg03076324,0.013146078,0.015210675,0.013003131,0.013240894,0.014335119,0.013102601,0.018548185
cg03076871,0.042988299,0.025951308,0.014462525,0.033740693,0.033657195,0.038064299,0.0659912
cg03077062,0.042122932,0.046461039,0.041280103,0.039503867,0.045249428,0.036615745,0.042785471
cg03077492,0.93091881,0.904715245,0.883242335,0.739150532,0.696293204,0.964250387,0.962319847
cg03077836,0.124944713,0.100509704,-0.002357295,-0.004858231,0.030884463,0.006030693,0.072661602
cg03079549,0.028815246,0.032574924,0.029819824,0.033215873,0.035523619,0.02878015,0.030492867
cg03079681,0.023441178,0.088079056,0.325972495,0.02227651,0.048404507,0.017824512,0.048831925
cg03080344,0.063025422,0.071872933,0.070285502,0.143453887,0.055975533,0.057233326,0.063511597
cg03080985,0.07351078,0.069773805,0.031832804,0.040571306,0.041084962,0.039239847,0.063778266
cg03081134,0.093241995,0.140193041,0.645908581,0.089876807,0.494690617,0.095066489,0.096242129
cg03082060,0.550381917,0.279545663,0.255786489,0.628896095,0.570045407,0.417985171,0.319897546
cg03085312,0.394640366,0.323549702,0.283657525,0.272093177,0.398271675,0.191151072,0.271211685
cg03085637,0.017319067,0.016213125,0.017509767,0.018576004,0.017016546,0.01775496,0.015215613
cg03086563,0.035495496,0.035671479,0.046429853,0.037581511,0.043436106,0.036162831,0.038015181
cg03086857,0.306227403,0.41498054,0.477219689,0.310369288,0.286295859,0.363830152,0.186802935
cg03087937,0.852241785,0.729582531,0.514608383,0.894545558,0.612887145,0.925062447,0.84446341
cg03091512,0.034441355,0.031446035,0.032743331,0.033479288,0.033995412,0.03187834,0.036155957
cg03096975,0.028971589,0.027124659,0.022580142,0.026508695,0.022713471,0.016866288,0.028925612
cg03097995,0.361623011,0.306108303,0.244033091,0.364416135,0.218461665,0.419616057,0.342763068
cg03098361,0.045809978,0.047251263,0.0405897,0.045749823,0.042507683,0.03877197,0.041839403
cg03098643,0.247280147,0.249774759,0.082511946,0.08939312,0.127874838,0.084672303,0.203629704
cg03099492,0.082080074,0.077869418,0.064087319,0.074021272,0.063407648,0.063666271,0.069891879
cg03099771,0.537620503,0.541457161,0.554481591,0.530251697,0.506963146,0.63444527,0.447952027
cg03100040,0.136625743,0.186758029,0.821312199,0.107388863,0.77488139,0.526165792,0.134740172
cg03100146,0.039464538,0.037516297,0.03079813,0.037572952,0.041703842,0.031155175,0.045683311
cg03100196,0.047068241,0.040105769,0.04474984,0.045722801,0.055529029,0.045700036,0.048623201
cg03100752,0.776489361,0.566228252,0.283766453,0.522545355,0.440608222,0.460749511,0.646413092
cg03101664,0.454466294,0.300915239,0.268547977,0.360575184,0.327514432,0.143207521,0.375667494
cg03103192,0.507567462,0.376679147,0.349373704,0.48391456,0.392703306,0.673556431,0.526659568
cg03104936,0.664595807,0.653674524,0.576717717,0.651991556,0.637375565,0.651102721,0.361084075
cg03107405,0.015844596,0.023948727,0.254668036,0.01839989,0.018598939,0.014777546,0.017286953
cg03108701,0.060466967,0.06915043,0.06327957,0.066600276,0.37523181,0.052221636,0.084302348
cg03109047,0.068639098,0.088701387,0.085659252,0.080580683,0.06668263,0.057219415,0.072700269
cg03109066,0.015096526,0.016762759,0.015383641,0.015165794,0.014985894,0.012169104,0.0177717
cg03109316,0.796481663,0.729585471,0.553075873,0.665725917,0.503209133,0.600082359,0.817423812
cg03109701,0.383352202,0.27531921,0.243791776,0.581640501,0.384239225,0.485686508,0.422670641
cg03112433,0.294948217,0.298359814,0.30535462,0.613775992,0.385347959,0.689977022,0.311613359
cg03112782,0.075210959,0.090825008,0.068936497,0.088630127,0.076799925,0.073525311,0.064721561
cg03112869,0.912951842,0.91469407,0.926014627,0.92917095,0.898461582,0.933632033,0.901747698
cg03113824,0.800651481,0.820167148,0.790914989,0.758104614,0.498154592,0.819862811,0.851702935
cg03114244,0.023227465,0.017827927,0.034067661,0.015579869,0.016638389,0.01644162,0.021159181
cg03115649,0.015629681,0.02106766,0.025886925,0.016756308,0.017624486,0.016893031,0.027723989
cg03115886,0.921151924,0.88684198,0.827901474,0.875954221,0.849097239,0.928789057,0.890191427
cg03116740,0.595806711,0.406712402,0.359829608,0.532620723,0.423376552,0.501567727,0.540418794
cg03117949,0.114738007,0.110594282,0.405910963,0.088646124,0.379162482,0.116498576,0.111235086
cg03125090,0.029214577,0.040058554,0.047227816,0.058442259,0.026203243,0.043623294,0.037894788
cg03126490,0.032811549,0.026486853,0.034128928,0.021315854,0.030233973,0.019813449,0.036011373
cg03127334,0.391677455,0.545045865,0.820166265,0.273066863,0.813451577,0.654312327,0.341244774
cg03129910,0.025891724,0.027916224,0.039316484,0.044948011,0.036949237,0.022097849,0.040108486
cg03132911,0.005373042,0.051108392,0.044189068,0.023673872,0.020053715,0.02849073,0.009715395
cg03135127,0.081878803,0.073949193,0.086196224,0.072245681,0.079313865,0.064814523,0.103574549
cg03135598,0.030903138,0.029033987,0.033601518,0.030517706,0.028811085,0.02840599,0.029527028
cg03136712,0.980494544,0.984296592,0.959399872,0.972077582,0.983737765,0.98780534,0.983820873
cg03138091,0.267541539,0.272017482,0.036786499,0.039720235,0.384735211,0.050548117,0.205739315
cg03138405,0.023798505,0.02839634,0.032164065,0.024875022,0.018339979,0.0169735,0.042865283
cg03138668,0.159194667,0.181332126,0.336743584,0.092892021,0.066448272,0.060870654,0.102521865
cg03139057,0.11314788,0.078956209,0.084247521,0.065195079,0.079844269,0.082759594,0.095240616
cg03139377,0.54937788,0.394107886,0.277167623,0.470446291,0.393496182,0.531501423,0.481991244
cg03140096,0.034940898,0.027418156,0.02985727,0.026575268,0.026431132,0.017906218,0.024541874
cg03140978,0.944959922,0.953333423,0.947802104,0.948349175,0.947912466,0.957007942,0.93488719
cg03143365,0.053928829,0.061200696,0.068139519,0.04220344,0.05726552,0.056041428,0.08382772
cg03144206,0.064437149,0.057281975,0.051941158,0.04954594,0.054616747,0.052129158,0.04563573
cg03144357,0.841559474,0.786167335,0.753295825,0.841979977,0.818891418,0.80332703,0.857906308
cg03147542,0.016571553,0.028744056,0.022870331,0.044306217,0.051126372,0.034621178,0.039218517
cg03147990,0.049933884,0.07620592,0.59524194,0.074452935,0.619696319,0.160800166,0.105644696
cg03148461,0.179818043,0.193558332,0.273106648,0.180087733,0.175399359,0.165917932,0.215935581
cg03149130,0.167221316,0.178008602,0.351613775,0.106053673,0.369885217,0.079798943,0.173305849
cg03152385,0.350502356,0.240989259,0.366607413,0.246181064,0.302441379,0.189842733,0.280785807
cg03152785,0.04384473,0.047907265,0.047025843,0.046046524,0.043905051,0.041652783,0.046090968
cg03154513,0.042288114,0.034640006,0.039514657,0.04741739,0.034389605,0.014863415,0.025369159
cg03155724,0.05294656,0.05155311,0.069009184,0.048545305,0.075818263,0.05197888,0.069091751
cg03156547,0.47035292,0.455435884,0.542169882,0.517392567,0.49287184,0.546474909,0.507585513
cg03157149,0.014549918,0.01448124,0.015288503,0.014087671,0.013881507,0.012584236,0.01554064
cg03158400,0.282804,0.354571678,0.445577425,-0.030317344,0.145104694,0.019885123,0.196175896
cg03159785,0.012627211,0.013115312,0.034847997,0.012951924,0.013331169,0.011576985,0.013503189
cg03160135,0.380409833,0.413019378,0.594128599,0.228866638,0.493203247,0.441975477,0.27215169
cg03160637,0.049033592,0.047252877,0.104393797,0.037456261,0.049172601,0.052088227,0.088631208
cg03160740,0.185544523,0.173246875,0.14146028,0.112484547,0.115805713,0.113984358,0.152896219
cg03160815,0.275337987,0.23858435,0.157463897,0.196955005,0.13309113,0.108986539,0.233426112
cg03163246,0.864709253,0.828704323,0.661589986,0.892322953,0.735045405,0.890897586,0.718817282
cg03165378,0.589133331,0.687696928,0.756600206,0.734275355,0.752620745,0.777683754,0.772515119
cg03165700,0.07842512,0.06552794,0.078833239,0.058311595,0.093423743,0.088129556,0.087444618
cg03166779,0.166312193,0.097674482,0.21761115,0.099247572,0.364702258,0.03702986,0.131174936
cg03167763,0.137012232,0.323756035,0.072438667,0.038174497,0.061220926,0.314268548,0.237229748
cg03167883,0.476054376,0.596254761,0.301750022,0.514588073,0.444330408,0.307234259,0.576511931
cg03168296,0.049718719,0.050192568,0.050430698,0.053635513,0.04760917,0.047579605,0.059733772
cg03168582,0.255143268,0.541263219,0.728950917,0.543144154,0.666744511,0.639130035,0.265322139
cg03169180,0.592845477,0.518550692,0.491342567,0.561959615,0.494599428,0.508585273,0.591695614
cg03169527,0.03878403,0.036827578,0.036281312,0.041603378,0.079037589,0.036034137,0.048543801
cg03169715,0.104318813,0.164966892,0.050914898,0.053601614,0.056227218,0.053132493,0.093820372
cg03173722,0.319123329,0.204853781,0.350797997,0.159064851,0.164683089,0.329209686,0.550735366
cg03176585,0.03340631,0.026061368,0.035653861,0.025236719,0.027046467,0.023509877,0.038100266
cg03177025,0.076915936,0.062466021,0.055118921,0.094116249,0.097767546,0.084648694,0.065199577
cg03177084,0.108403152,0.086143184,0.100228506,0.091826,0.091357348,0.084252922,0.09390916
cg03184439,0.084427339,0.062898072,0.065729252,0.051920871,0.067863854,0.064725534,0.075204578
cg03188118,0.132976507,0.172004704,0.499299126,0.00369093,0.368036389,0.565050351,0.22782461
cg03190825,0.334189733,0.309057269,0.205236495,0.432280031,0.275261111,0.419842228,0.384539626
cg03192551,0.09838554,0.150241228,0.043296232,0.087155604,0.101745667,0.079869471,0.127948417
cg03196745,0.026530905,0.015226271,0.029902176,0.022421208,0.014044663,0.031433473,0.024983051
cg03198372,0.328490014,0.270989478,0.188421985,0.246425387,0.212664438,0.174436016,0.239481113
cg03199651,0.198389158,0.156944157,0.337727039,0.240414269,0.445271182,0.115376608,0.116392412
cg03201604,0.030290414,0.032883834,0.221125883,0.037791239,0.034241334,0.031331867,0.034822004
cg03202897,0.542235912,0.50886147,0.457637508,0.559501205,0.539878879,0.466191569,0.524129621
cg03205208,0.046979088,0.055285619,0.043836347,0.059710127,0.057376648,0.061388323,0.048076742
cg03209127,0.024753347,0.030545503,0.029360816,0.027129144,0.027322449,0.025194067,0.023928721
cg03212129,0.019568351,0.01875423,0.019998871,0.020517311,0.016278675,0.017265872,0.016784962
cg03213216,0.176913118,0.18327814,0.395057253,0.220199649,0.39910987,0.405356139,0.13976726
cg03214212,0.077014278,0.061334989,0.069418553,0.062402408,0.059946886,0.060201962,0.067623955
cg03214697,0.255625991,0.288074628,0.160319183,0.085894896,0.137262199,0.07705977,0.204845881
cg03217964,0.02865413,0.021609983,0.021488426,0.032338863,0.017099765,0.020537327,0.022620409
cg03218019,0.158934186,0.194670534,0.173621654,0.187965263,0.193082549,0.147682114,0.20200988
cg03218374,0.104639315,0.092835915,0.069582895,0.177551484,0.10515001,0.132822641,0.140772277
cg03218909,0.104661908,0.120294215,0.103025952,0.150878786,0.173975758,0.110772145,0.155192737
cg03221619,0.452502854,0.481636312,0.393694157,0.531365785,0.414818421,0.625458716,0.534298775
cg03221676,0.048493281,0.021355184,0.03570682,0.019039652,0.033929339,0.01501161,0.020476446
cg03221776,0.073261732,0.054719643,0.079055239,0.047734485,0.0553303,0.047626162,0.064184469
cg03221914,0.284340101,0.462591171,0.641863045,0.413871656,0.594195277,0.659353526,0.465712036
cg03222066,0.522398978,0.556104337,0.492441553,0.581635299,0.628427317,0.455564685,0.67070679
cg03223878,0.032039623,0.037232883,0.038503688,0.034764239,0.039521537,0.019488412,0.025187076
cg03224418,0.379856259,0.308464977,0.193223684,0.558929937,0.264198792,0.293785754,0.500128238
cg03227078,0.08453882,0.104176579,0.20583244,0.108377715,0.093353584,0.346885582,0.110568438
cg03229887,0.017550861,0.017121354,0.019069653,0.021935533,0.024376726,0.017575603,0.018269713
cg03231024,0.08594398,0.08238706,0.039736774,0.042125715,0.043097934,0.042361224,0.072971509
cg03234661,0.951183269,0.94882231,0.927147492,0.951785416,0.943730115,0.936350489,0.950214631
cg03238797,0.287953635,0.463614976,0.569806084,0.402620442,0.498434661,0.51627033,0.272118841
cg03240509,0.519265678,0.591648854,0.740628577,0.556875196,0.724781113,0.615599757,0.460329256
cg03242666,0.550786209,0.697037017,0.468743948,0.733707487,0.807598285,0.460335446,0.601314075
cg03242880,0.913846487,0.915862346,0.931619492,0.908979293,0.944951684,0.935885232,0.930594924
cg03243506,0.644975859,0.715290265,0.564731235,0.643519896,0.789211049,0.694829952,0.647580465
cg03243700,0.066731897,0.058971896,0.083996607,0.063550717,0.054331679,0.048628131,0.060817239
cg03243895,0.016803369,0.016862634,0.018461135,0.01792187,0.01935071,0.011028618,0.02058824
cg03243946,0.075376925,0.087629759,0.060711428,0.084689944,0.394147464,0.057871412,0.056767819
cg03245641,0.438388351,0.416056831,0.395739223,0.530031597,0.451248154,0.573802834,0.341205018
cg03245962,0.021951703,0.029456385,0.027112645,0.014455976,0.020617994,0.015832267,0.027014051
cg03247626,0.047767098,0.032680436,0.041979744,0.031236704,0.065937789,0.077942129,0.062684335
cg03251079,0.315257133,0.296116997,0.175624708,0.091240374,0.175165818,0.128041509,0.22229075
cg03251249,0.026744807,0.027088273,0.026837099,0.026901793,0.027078418,0.018980064,0.047460681
cg03251857,0.822124347,0.79808121,0.726674041,0.773633419,0.789351993,0.847042116,0.834625704
cg03257423,0.477219984,0.41543527,0.254043351,0.187212343,0.302563371,0.317426773,0.428150528
cg03258472,0.545995143,0.45307956,0.366994106,0.399697078,0.33064259,0.43043003,0.422375442
cg03259469,0.134669742,0.105120383,0.039039471,0.023075698,0.056736202,0.031157153,0.072669127
cg03261004,0.00941658,0.013068186,0.012261055,0.012426817,0.018521203,-0.001747643,0.038271209
cg03262773,0.042898293,0.048707093,0.137019402,0.034238998,0.057405817,0.05251028,0.035571875
